The tokenizer you are loading from 'ckpts/exp-04/final' with an incorrect regex pattern: https://huggingface.co/mistralai/Mistral-Small-3.1-24B-Instruct-2503/discussions/84#69121093e8b480e709447d5e. This will lead to incorrect tokenization. You should set the `fix_mistral_regex=True` flag when loading this tokenizer to fix this issue.
[data] kept 113438, dropped 225 over 1536 (0.198%); len p50=379 p99=1213 max=1536; tokens=52.8M
[data] 9046 micro-batches, mean size 12.5, optim steps ~1130
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:00<00:00,  1.02it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:01<00:00,  1.41it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:01<00:00,  1.33it/s]
The following generation flags are not valid and may be ignored: ['temperature']. Set `TRANSFORMERS_VERBOSITY=info` for more details.
[model] trainable 3.88B frozen 0.42B
`use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
{'loss': 0.2716, 'grad_norm': 1.132065773010254, 'learning_rate': 1.8529411764705882e-06, 'epoch': 0.008843687817820032}
{'loss': 0.2841, 'grad_norm': 1.0655146837234497, 'learning_rate': 3.911764705882353e-06, 'epoch': 0.017687375635640063}
{'loss': 0.2872, 'grad_norm': 1.09662926197052, 'learning_rate': 5.970588235294118e-06, 'epoch': 0.026531063453460093}
{'loss': 0.2775, 'grad_norm': 1.2796653509140015, 'learning_rate': 6.999641196122962e-06, 'epoch': 0.035374751271280126}
{'loss': 0.269, 'grad_norm': 1.109121322631836, 'learning_rate': 6.996771206486618e-06, 'epoch': 0.044218439089100156}
{'loss': 0.2776, 'grad_norm': 1.0203766822814941, 'learning_rate': 6.991033580838217e-06, 'epoch': 0.053062126906920186}
{'loss': 0.2866, 'grad_norm': 1.0305854082107544, 'learning_rate': 6.982433024496167e-06, 'epoch': 0.061905814724740216}
{'loss': 0.2726, 'grad_norm': 1.1944994926452637, 'learning_rate': 6.970976590614262e-06, 'epoch': 0.07074950254256025}
{'loss': 0.3128, 'grad_norm': 1.1420832872390747, 'learning_rate': 6.956673674397513e-06, 'epoch': 0.07959319036038028}
{'loss': 0.2848, 'grad_norm': 1.213361382484436, 'learning_rate': 6.9395360053973265e-06, 'epoch': 0.08843687817820031}
{'loss': 0.2906, 'grad_norm': 1.0423306226730347, 'learning_rate': 6.919577637892317e-06, 'epoch': 0.09728056599602034}
{'loss': 0.2954, 'grad_norm': 0.9832320213317871, 'learning_rate': 6.896814939362659e-06, 'epoch': 0.10612425381384037}
{'loss': 0.2706, 'grad_norm': 1.0667401552200317, 'learning_rate': 6.871266577067427e-06, 'epoch': 0.11496794163166041}
{'loss': 0.2913, 'grad_norm': 1.0987401008605957, 'learning_rate': 6.842953502735929e-06, 'epoch': 0.12381162944948043}
{'loss': 0.2912, 'grad_norm': 0.9130430817604065, 'learning_rate': 6.811898935385586e-06, 'epoch': 0.13265531726730045}
{'loss': 0.2786, 'grad_norm': 1.068578839302063, 'learning_rate': 6.7781283422804594e-06, 'epoch': 0.1414990050851205}
{'loss': 0.2815, 'grad_norm': 1.0895240306854248, 'learning_rate': 6.7416694180460235e-06, 'epoch': 0.15034269290294053}
{'loss': 0.2807, 'grad_norm': 1.0993727445602417, 'learning_rate': 6.702552061957331e-06, 'epoch': 0.15918638072076055}
{'loss': 0.2974, 'grad_norm': 1.3551671504974365, 'learning_rate': 6.660808353419177e-06, 'epoch': 0.1680300685385806}
{'loss': 0.2753, 'grad_norm': 0.9544399976730347, 'learning_rate': 6.616472525658392e-06, 'epoch': 0.17687375635640062}
{'loss': 0.3104, 'grad_norm': 1.1897470951080322, 'learning_rate': 6.569580937649815e-06, 'epoch': 0.18571744417422065}
{'loss': 0.275, 'grad_norm': 0.8666658401489258, 'learning_rate': 6.520172044298984e-06, 'epoch': 0.19456113199204067}
{'loss': 0.2998, 'grad_norm': 1.0103050470352173, 'learning_rate': 6.468286364905996e-06, 'epoch': 0.20340481980986072}
{'loss': 0.2767, 'grad_norm': 1.02341890335083, 'learning_rate': 6.413966449936396e-06, 'epoch': 0.21224850762768074}
{'loss': 0.2765, 'grad_norm': 1.1891605854034424, 'learning_rate': 6.3572568461263405e-06, 'epoch': 0.22109219544550077}
{'loss': 0.2942, 'grad_norm': 1.0974948406219482, 'learning_rate': 6.298204059950665e-06, 'epoch': 0.22993588326332082}
{'loss': 0.2834, 'grad_norm': 1.0800349712371826, 'learning_rate': 6.236856519483797e-06, 'epoch': 0.23877957108114084}
{'loss': 0.3026, 'grad_norm': 1.156028151512146, 'learning_rate': 6.173264534684814e-06, 'epoch': 0.24762325889896086}
{'loss': 0.2744, 'grad_norm': 0.9591221213340759, 'learning_rate': 6.107480256139189e-06, 'epoch': 0.2564669467167809}
{'loss': 0.2821, 'grad_norm': 0.9637354016304016, 'learning_rate': 6.039557632291085e-06, 'epoch': 0.2653106345346009}
